#CpG,Coefficient estimate (slope),Standard error,p value,Bonferroni p,q value (FDR),Gene
cpg,beta,std.err,p.value,bonferroni,fdr,gene
cg25178749,-0.0004072687,7.10E-05,1.25E-08,5.93E-03,4.90E-07,FAM207A
cg00468146,-0.0001795414,3.13E-05,1.25E-08,5.94E-03,4.90E-07,ID4
cg20993764,-0.0007587137,0.0001322449,1.25E-08,5.94E-03,4.90E-07,NA
cg01903702,-0.0008423839,0.0001468301,1.25E-08,5.94E-03,4.90E-07,NA
cg07698783,-0.0004033985,7.03E-05,1.25E-08,5.94E-03,4.90E-07,SPI1
cg11967765,-0.000514415,8.97E-05,1.25E-08,5.94E-03,4.91E-07,GNA12
cg01093065,0.0003413946,5.95E-05,1.26E-08,5.95E-03,4.91E-07,PLEKHA4
cg02911509,-0.0005279339,9.20E-05,1.26E-08,5.97E-03,4.93E-07,PARVG
cg26120842,-0.0006064844,0.000105731,1.26E-08,5.97E-03,4.93E-07,NA
cg16932065,-0.0004416767,7.70E-05,1.26E-08,5.98E-03,4.93E-07,LIMK2
cg05007997,-0.0011009979,0.0001919473,1.26E-08,5.98E-03,4.93E-07,SLC11A1
cg16282618,-0.0007670025,0.0001337242,1.26E-08,5.99E-03,4.94E-07,NA
cg15982099,-0.0008507374,0.0001483242,1.26E-08,5.99E-03,4.94E-07,SPI1
cg08976101,0.000622146,0.0001084708,1.26E-08,5.99E-03,4.94E-07,ALX4
cg03238119,-0.0002146658,3.74E-05,1.27E-08,5.99E-03,4.94E-07,FOXK2
cg11036672,0.0005027211,8.77E-05,1.27E-08,6.00E-03,4.95E-07,TRMT44
cg25611723,0.0004798554,8.37E-05,1.27E-08,6.01E-03,4.95E-07,APCDD1
cg05991009,-0.0011365173,0.0001981782,1.27E-08,6.02E-03,4.96E-07,RFX8
cg03679504,0.0007676176,0.000133853,1.27E-08,6.02E-03,4.96E-07,NA
cg10096040,-0.0007827496,0.0001364955,1.27E-08,6.03E-03,4.97E-07,NA
cg13491234,0.0006033604,0.0001052169,1.27E-08,6.03E-03,4.97E-07,CALCA
cg13613748,-0.0001210505,2.11E-05,1.27E-08,6.04E-03,4.97E-07,VPS4B
cg24141382,0.0007396796,0.000128993,1.27E-08,6.04E-03,4.97E-07,CTPS1
cg04277993,0.0003676108,6.41E-05,1.28E-08,6.05E-03,4.98E-07,MAEA
cg04024799,-0.0008129704,0.0001417847,1.28E-08,6.05E-03,4.98E-07,LYPD8
cg11804414,0.0007781549,0.0001357144,1.28E-08,6.06E-03,4.99E-07,DIABLO
cg00034336,-0.0006923303,0.000120752,1.28E-08,6.06E-03,4.99E-07,NA
cg01819512,-0.0002870082,5.01E-05,1.28E-08,6.07E-03,5.00E-07,NA
cg06359394,-0.0001420532,2.48E-05,1.28E-08,6.08E-03,5.01E-07,FAM171B
cg22680073,0.0006898775,0.0001203385,1.29E-08,6.09E-03,5.01E-07,NA
cg10133100,-0.0008788899,0.0001533095,1.29E-08,6.09E-03,5.01E-07,PPP6R3
cg27194211,0.0006070087,0.0001058864,1.29E-08,6.09E-03,5.01E-07,SMTNL2
cg10236224,-0.0007801146,0.0001360891,1.29E-08,6.10E-03,5.02E-07,NA
cg01589580,-0.0008391287,0.0001463885,1.29E-08,6.11E-03,5.03E-07,CTDP1
cg22539431,-0.0012613871,0.0002200546,1.29E-08,6.11E-03,5.03E-07,SND1
cg12649238,-0.0010576892,0.0001845226,1.29E-08,6.12E-03,5.03E-07,NA
cg04036920,-0.0005755886,0.0001004183,1.29E-08,6.12E-03,5.03E-07,KIAA1549L
cg09549591,0.0005631356,9.82E-05,1.29E-08,6.12E-03,5.04E-07,GALNT18
cg19230867,-0.0004537238,7.92E-05,1.29E-08,6.13E-03,5.04E-07,NA
cg13601855,-0.000206216,3.60E-05,1.29E-08,6.13E-03,5.04E-07,TMEM37
cg18145683,-0.0008843619,0.0001543101,1.30E-08,6.15E-03,5.05E-07,JAK3
cg21500342,-0.0001132374,1.98E-05,1.30E-08,6.17E-03,5.07E-07,SOCS3
cg19022446,-0.0009191947,0.0001604208,1.31E-08,6.19E-03,5.09E-07,NA
cg18397975,-0.000759421,0.0001325446,1.31E-08,6.20E-03,5.10E-07,AMACR
cg14045860,-0.001073237,0.0001873167,1.31E-08,6.20E-03,5.10E-07,NA
cg00849642,-0.0007708481,0.0001345418,1.31E-08,6.21E-03,5.10E-07,CORO1C
cg01505275,-0.0007513683,0.0001311453,1.31E-08,6.21E-03,5.10E-07,TRIM68
cg17841267,0.0004034007,7.04E-05,1.31E-08,6.23E-03,5.11E-07,NA
cg01618151,-0.0009105613,0.0001589443,1.31E-08,6.23E-03,5.12E-07,ARMC12
cg15010903,-0.000997481,0.0001741237,1.32E-08,6.24E-03,5.12E-07,TIMP2
cg06808305,0.0006199415,0.0001082193,1.32E-08,6.24E-03,5.12E-07,EHBP1
cg10073091,-0.0002492606,4.35E-05,1.32E-08,6.25E-03,5.13E-07,DHCR24
cg16757281,-0.0002321673,4.05E-05,1.32E-08,6.26E-03,5.13E-07,C16orf13
cg02345747,-0.0003908156,6.82E-05,1.32E-08,6.26E-03,5.14E-07,LAMP3
cg04313735,0.0005601662,9.78E-05,1.32E-08,6.27E-03,5.14E-07,PLEKHB1
cg11813073,-0.0005981772,0.0001044358,1.32E-08,6.27E-03,5.14E-07,DENND1C
cg01433677,-0.0003635566,6.35E-05,1.32E-08,6.27E-03,5.15E-07,CD2BP2
cg17496887,-0.0009800438,0.0001711291,1.33E-08,6.30E-03,5.17E-07,S100A7A
cg12972064,-0.0007805521,0.0001362978,1.33E-08,6.30E-03,5.17E-07,FNDC3B
cg10896586,-0.0008703089,0.0001519752,1.33E-08,6.31E-03,5.17E-07,GPR110
cg15363607,0.0004799338,8.38E-05,1.33E-08,6.31E-03,5.17E-07,GGT1
cg27359668,0.0001841561,3.22E-05,1.33E-08,6.32E-03,5.18E-07,MCF2L
cg25708364,-0.0007151855,0.0001248945,1.33E-08,6.32E-03,5.18E-07,NA
cg18467978,-0.0008901463,0.0001554548,1.34E-08,6.33E-03,5.19E-07,NA
cg22528270,-0.0011613062,0.0002028191,1.34E-08,6.34E-03,5.19E-07,PRKAG2
cg00188748,-0.0008140155,0.0001421702,1.34E-08,6.34E-03,5.20E-07,FPGS
cg08700306,-0.0006800062,0.0001187665,1.34E-08,6.35E-03,5.20E-07,LRP3
cg16140253,-0.0005115369,8.93E-05,1.34E-08,6.35E-03,5.20E-07,AMPD2
cg19252108,0.0004718068,8.24E-05,1.34E-08,6.35E-03,5.21E-07,NA
cg25465438,-0.0008587866,0.0001499975,1.34E-08,6.35E-03,5.21E-07,NA
cg01556552,-0.0009743309,0.0001701806,1.34E-08,6.36E-03,5.21E-07,NA
cg16606773,-0.0007556033,0.0001319856,1.34E-08,6.37E-03,5.22E-07,RIN2
cg21624359,-0.0006105841,0.0001066672,1.35E-08,6.40E-03,5.24E-07,FFAR3
cg18416096,-0.000434436,7.59E-05,1.35E-08,6.40E-03,5.24E-07,SYNPO
cg09358725,-0.0009045935,0.0001580366,1.35E-08,6.40E-03,5.24E-07,LMO2
cg05135499,0.0007122857,0.000124443,1.35E-08,6.41E-03,5.25E-07,NA
cg04131890,0.0006902643,0.0001205979,1.35E-08,6.41E-03,5.25E-07,NA
cg12468255,0.0010325611,0.0001804022,1.35E-08,6.42E-03,5.25E-07,NAV1
cg02266731,-0.0011975923,0.0002092469,1.36E-08,6.43E-03,5.26E-07,CPM
cg23300529,0.0006938521,0.0001212319,1.36E-08,6.43E-03,5.26E-07,HR
cg19909063,0.0005433956,9.49E-05,1.36E-08,6.43E-03,5.26E-07,NFIX
cg25790531,-0.0010657388,0.0001862092,1.36E-08,6.43E-03,5.26E-07,NA
cg08226379,0.0001859426,3.25E-05,1.36E-08,6.43E-03,5.26E-07,NA
cg11177980,-0.0006366766,0.0001112503,1.36E-08,6.44E-03,5.27E-07,HIVEP3
cg08884752,0.0007828861,0.0001368044,1.36E-08,6.45E-03,5.28E-07,SKI
cg11478024,-0.0011154422,0.0001949175,1.36E-08,6.45E-03,5.28E-07,ANKS1A
cg07305933,-0.0010010855,0.0001749386,1.36E-08,6.46E-03,5.28E-07,PVT1
cg00563932,-0.0005701213,9.96E-05,1.36E-08,6.46E-03,5.28E-07,PTGDS
cg05206633,-0.0013383842,0.000233889,1.36E-08,6.47E-03,5.28E-07,COL23A1
cg01467047,0.0004884046,8.54E-05,1.37E-08,6.47E-03,5.29E-07,FOXL1
cg07702424,-0.0011066416,0.0001933999,1.37E-08,6.48E-03,5.29E-07,NA
cg18643029,-0.000443254,7.75E-05,1.37E-08,6.50E-03,5.31E-07,C14orf93
cg27031099,-0.0011147564,0.0001948391,1.37E-08,6.50E-03,5.31E-07,NA
cg17642369,0.0005036618,8.80E-05,1.37E-08,6.50E-03,5.31E-07,NA
cg21411366,0.0008358995,0.0001461071,1.37E-08,6.51E-03,5.32E-07,SOD3
cg00571483,-0.0007808624,0.0001364884,1.37E-08,6.51E-03,5.32E-07,NA
cg06122230,-0.0011913536,0.0002082487,1.38E-08,6.52E-03,5.32E-07,ZNFX1
cg05875463,-0.0009431262,0.0001648587,1.38E-08,6.52E-03,5.32E-07,PHLPP1
cg14163311,0.0008167109,0.0001427643,1.38E-08,6.53E-03,5.33E-07,RASSF5
cg25573884,0.0004498407,7.86E-05,1.38E-08,6.53E-03,5.33E-07,NA
cg09879334,-0.0005235319,9.15E-05,1.38E-08,6.54E-03,5.34E-07,NA
cg19248564,-0.0004428839,7.74E-05,1.38E-08,6.55E-03,5.34E-07,CYB5R3
cg14522803,-0.0008536084,0.0001492315,1.38E-08,6.55E-03,5.35E-07,PNPLA2
cg18045195,0.0008297293,0.000145065,1.39E-08,6.56E-03,5.35E-07,NA
cg01919963,-0.0006327604,0.0001106336,1.39E-08,6.57E-03,5.36E-07,NA
cg26120971,-0.0005769052,0.0001008745,1.39E-08,6.59E-03,5.37E-07,NA
cg25877009,-0.0006166514,0.0001078264,1.39E-08,6.59E-03,5.38E-07,NA
cg22353828,0.0005409983,9.46E-05,1.39E-08,6.60E-03,5.38E-07,OSBPL5
cg02946294,0.0005403603,9.45E-05,1.39E-08,6.61E-03,5.39E-07,PLEKHA7
cg14473838,0.0007136297,0.0001247952,1.40E-08,6.61E-03,5.39E-07,NA
cg00116699,-0.0007092082,0.0001240221,1.40E-08,6.61E-03,5.39E-07,HDAC4
cg07924575,-0.0007305998,0.0001277738,1.40E-08,6.63E-03,5.40E-07,NA
cg04726091,-0.0005413699,9.47E-05,1.40E-08,6.63E-03,5.40E-07,NDUFC1
cg25778892,-0.0009863484,0.0001725034,1.40E-08,6.63E-03,5.41E-07,NA
cg19861623,0.0006656679,0.0001164216,1.40E-08,6.64E-03,5.41E-07,TTC7B
cg21500909,-0.000879119,0.0001537602,1.40E-08,6.65E-03,5.42E-07,NA
cg16378003,-0.0005231446,9.15E-05,1.40E-08,6.65E-03,5.42E-07,NOB1
cg12020682,-0.0004759196,8.32E-05,1.41E-08,6.67E-03,5.44E-07,FUCA2
cg11551464,-0.0004426211,7.74E-05,1.41E-08,6.68E-03,5.44E-07,NA
cg18363008,0.0005106259,8.93E-05,1.41E-08,6.68E-03,5.44E-07,TM4SF5
cg00354542,-0.0010689563,0.0001869936,1.41E-08,6.68E-03,5.44E-07,LOC100134368
cg00357971,-0.0006198613,0.0001084353,1.41E-08,6.69E-03,5.44E-07,COL20A1
cg23884964,-0.0001013596,1.77E-05,1.41E-08,6.69E-03,5.44E-07,C2CD2L
cg02010481,-0.0011518326,0.0002015008,1.41E-08,6.69E-03,5.45E-07,JAZF1
cg13085403,-0.000480496,8.41E-05,1.41E-08,6.70E-03,5.46E-07,NA
cg05399244,-0.0008841692,0.0001546903,1.42E-08,6.71E-03,5.46E-07,RPH3AL
cg13872065,-0.0005217297,9.13E-05,1.42E-08,6.71E-03,5.46E-07,FAM20C
cg07196571,-0.0006169844,0.0001079482,1.42E-08,6.72E-03,5.47E-07,SNX22
cg24375215,-0.0005342362,9.35E-05,1.42E-08,6.73E-03,5.47E-07,CD300A
cg16504019,-0.0004161181,7.28E-05,1.42E-08,6.74E-03,5.48E-07,NA
cg03035746,0.0006162619,0.0001078357,1.42E-08,6.75E-03,5.49E-07,LBX2
cg13304825,-0.0009151991,0.0001601485,1.43E-08,6.75E-03,5.49E-07,TMEM105
cg24727203,-0.0004392889,7.69E-05,1.43E-08,6.76E-03,5.50E-07,PPP1R3B
cg16163847,-0.0011021356,0.0001928769,1.43E-08,6.77E-03,5.51E-07,WDFY2
cg09079018,-0.0003088999,5.41E-05,1.43E-08,6.78E-03,5.51E-07,NA
cg20740903,-0.0011123896,0.0001946852,1.43E-08,6.79E-03,5.52E-07,TK1
cg20849109,-0.0009762555,0.000170868,1.44E-08,6.80E-03,5.53E-07,KBTBD11
cg18006637,-0.0005902991,0.0001033178,1.44E-08,6.80E-03,5.53E-07,FAM13A
cg23522981,0.0004924487,8.62E-05,1.44E-08,6.80E-03,5.53E-07,ANO7
cg09436767,-0.000651622,0.000114053,1.44E-08,6.81E-03,5.53E-07,EIF4G1
cg15030712,-0.000969244,0.0001696518,1.44E-08,6.81E-03,5.54E-07,CHN2
cg11254053,-0.0012950003,0.0002266738,1.44E-08,6.82E-03,5.54E-07,AK2
cg20313873,-0.0007251821,0.0001269428,1.44E-08,6.83E-03,5.55E-07,ENTPD7
cg18263572,-0.0008215301,0.00014382,1.45E-08,6.85E-03,5.56E-07,ZBTB48
cg18560638,0.0007342882,0.0001285482,1.45E-08,6.85E-03,5.56E-07,NA
cg03600318,-0.0008320335,0.0001456868,1.45E-08,6.89E-03,5.60E-07,SFTPD
cg02346730,0.0005022595,8.79E-05,1.46E-08,6.90E-03,5.60E-07,HCG26
cg02596819,0.0006991888,0.0001224342,1.46E-08,6.91E-03,5.61E-07,USP7
cg11821439,0.0006741832,0.0001180572,1.46E-08,6.91E-03,5.61E-07,NA
cg04487659,-0.0007835845,0.0001372151,1.46E-08,6.91E-03,5.61E-07,NA
cg12831034,-0.0006539663,0.0001145181,1.46E-08,6.91E-03,5.61E-07,CTSZ
cg09916599,-0.0004120886,7.22E-05,1.46E-08,6.92E-03,5.61E-07,LOXL1
cg23042148,-0.0004680667,8.20E-05,1.47E-08,6.95E-03,5.64E-07,DNMT3A
cg07205203,-0.0011155231,0.0001953892,1.47E-08,6.97E-03,5.65E-07,NA
cg16891104,0.0004239874,7.43E-05,1.47E-08,6.97E-03,5.65E-07,UPK3A
cg10074813,-0.0003836364,6.72E-05,1.47E-08,6.97E-03,5.65E-07,GSDMD
cg09086087,-0.0007150812,0.0001252539,1.47E-08,6.97E-03,5.66E-07,SLC12A4
cg08273750,0.0004950894,8.67E-05,1.47E-08,6.98E-03,5.66E-07,MRPL23-AS1
cg14976447,-0.0008003712,0.0001402001,1.47E-08,6.98E-03,5.66E-07,ADAM28
cg10558740,0.0007402263,0.0001296682,1.48E-08,6.99E-03,5.67E-07,CASC15
cg05022059,0.0009546081,0.0001672227,1.48E-08,6.99E-03,5.67E-07,NA
cg05614072,-0.0010311685,0.0001806406,1.48E-08,7.00E-03,5.67E-07,NA
cg22517527,0.0009019176,0.0001579995,1.48E-08,7.00E-03,5.67E-07,PRMT2
cg12940993,0.0006534926,0.0001144822,1.48E-08,7.01E-03,5.68E-07,RNASE1
cg10436410,0.0004973083,8.71E-05,1.48E-08,7.01E-03,5.68E-07,MDFIC
cg08794544,-0.0005807122,0.0001017394,1.48E-08,7.02E-03,5.69E-07,SLC35C1
cg14295062,0.0006096352,0.0001068071,1.48E-08,7.02E-03,5.69E-07,ENTPD2
cg20090859,0.0005244408,9.19E-05,1.49E-08,7.04E-03,5.70E-07,NA
cg20672711,-0.0010024193,0.0001756373,1.49E-08,7.04E-03,5.70E-07,NA
cg13513157,-0.000342831,6.01E-05,1.49E-08,7.06E-03,5.72E-07,NA
cg14510967,-0.0002113715,3.70E-05,1.49E-08,7.06E-03,5.72E-07,NA
cg27609217,-0.0011576608,0.0002028607,1.49E-08,7.07E-03,5.72E-07,NA
cg11183072,-0.0003268866,5.73E-05,1.49E-08,7.07E-03,5.72E-07,GRB7
cg11147471,-0.0006228555,0.0001091461,1.49E-08,7.07E-03,5.72E-07,NA
cg21992501,-0.0002841451,4.98E-05,1.49E-08,7.08E-03,5.73E-07,TTC27
cg07737135,-0.0006482361,0.0001136009,1.50E-08,7.09E-03,5.73E-07,MUM1
cg01699630,-0.0012293861,0.0002154605,1.50E-08,7.10E-03,5.75E-07,ARG1
cg01691182,-0.0002357924,4.13E-05,1.50E-08,7.10E-03,5.75E-07,VOPP1
cg18989491,-0.0004832202,8.47E-05,1.50E-08,7.11E-03,5.75E-07,PFKFB3
cg10035737,-0.0007718253,0.0001352765,1.50E-08,7.11E-03,5.75E-07,ADAM11
cg13775306,0.0005596054,9.81E-05,1.50E-08,7.12E-03,5.75E-07,NA
cg24448013,-0.0005090072,8.92E-05,1.51E-08,7.13E-03,5.77E-07,GALE
cg05620558,-0.0006208101,0.0001088313,1.51E-08,7.16E-03,5.79E-07,VILL
cg24739098,-0.00041747,7.32E-05,1.51E-08,7.16E-03,5.79E-07,RASGRF1
cg26852712,0.000930844,0.0001631943,1.52E-08,7.18E-03,5.80E-07,COL18A1
cg16531622,0.0007706068,0.0001351042,1.52E-08,7.19E-03,5.81E-07,NA
cg03516335,-0.0006034393,0.0001058001,1.52E-08,7.19E-03,5.81E-07,CLPB
cg15069471,0.0006707299,0.0001176088,1.52E-08,7.22E-03,5.83E-07,STIM1
cg11690666,-0.0010840625,0.0001901033,1.53E-08,7.24E-03,5.85E-07,NARF
cg11293275,-0.0007846889,0.000137609,1.53E-08,7.25E-03,5.85E-07,P4HA2
cg14216940,0.0007898409,0.0001385189,1.53E-08,7.26E-03,5.86E-07,IKZF1
cg20368818,0.0009520558,0.0001669863,1.54E-08,7.28E-03,5.88E-07,NA
cg18681853,0.0007348946,0.0001288992,1.54E-08,7.29E-03,5.89E-07,SERPINE2
cg23265096,-0.0006511518,0.0001142122,1.54E-08,7.29E-03,5.89E-07,CTSZ
cg10101773,-0.0003978382,6.98E-05,1.55E-08,7.33E-03,5.92E-07,JDP2
cg12431517,-0.0009301569,0.0001631793,1.55E-08,7.33E-03,5.92E-07,NA
cg00638210,-0.0005672225,9.95E-05,1.55E-08,7.34E-03,5.92E-07,PLXNA1
cg04134528,0.0007372238,0.0001293347,1.55E-08,7.34E-03,5.92E-07,NA
cg06942183,-0.0007234305,0.0001269161,1.55E-08,7.34E-03,5.92E-07,HOXB2
cg11833768,-0.0009667246,0.0001696048,1.55E-08,7.35E-03,5.93E-07,PPP2R5E
cg23842572,0.0005171134,9.07E-05,1.55E-08,7.35E-03,5.93E-07,MPRIP
cg17451941,-0.0011263592,0.0001976157,1.55E-08,7.35E-03,5.93E-07,NA
cg00236576,-0.0004991597,8.76E-05,1.55E-08,7.36E-03,5.94E-07,METRNL
cg07092212,-0.0008128418,0.0001426147,1.55E-08,7.36E-03,5.94E-07,DGKZ
cg27425327,-0.0006814546,0.0001195652,1.55E-08,7.37E-03,5.94E-07,DRAM1
cg01858712,-0.0009772059,0.000171458,1.56E-08,7.37E-03,5.94E-07,SNX29
cg25757820,-0.0012237692,0.0002147201,1.56E-08,7.37E-03,5.94E-07,NA
cg15373592,-0.0009980304,0.0001751156,1.56E-08,7.37E-03,5.94E-07,DST
cg16674433,0.0006458731,0.0001133279,1.56E-08,7.38E-03,5.95E-07,RNF112
cg23324787,0.0006586531,0.0001155707,1.56E-08,7.38E-03,5.95E-07,NA
cg14121282,-0.0004650132,8.16E-05,1.56E-08,7.38E-03,5.95E-07,RXRA
cg17342588,-0.0008982651,0.0001576299,1.56E-08,7.40E-03,5.97E-07,NA
cg16735682,-0.0003596321,6.31E-05,1.56E-08,7.41E-03,5.97E-07,ELN
cg05001389,-0.0007750445,0.0001360211,1.57E-08,7.43E-03,5.98E-07,GFI1B
cg14004161,-0.0005052758,8.87E-05,1.57E-08,7.43E-03,5.98E-07,SNX22
cg04036049,-0.0007209929,0.0001265357,1.57E-08,7.43E-03,5.98E-07,MBD6
cg24964694,0.0006144525,0.0001078383,1.57E-08,7.43E-03,5.98E-07,NA
cg04655481,-0.0004337783,7.61E-05,1.57E-08,7.44E-03,5.99E-07,NA
cg02830749,-0.0011450205,0.0002009655,1.57E-08,7.44E-03,5.99E-07,KIAA0922
cg23254047,-0.0006750611,0.0001184865,1.57E-08,7.45E-03,6.00E-07,ZNF25
cg25316172,0.0006560641,0.0001151524,1.57E-08,7.45E-03,6.00E-07,CYFIP2
cg06853894,-0.001249062,0.000219242,1.57E-08,7.46E-03,6.01E-07,TNFRSF8
cg03308803,0.0006107854,0.0001072122,1.58E-08,7.47E-03,6.01E-07,NA
cg04159878,-0.0008216564,0.0001442347,1.58E-08,7.48E-03,6.02E-07,NA
cg23181573,-0.0007450868,0.0001307953,1.58E-08,7.49E-03,6.02E-07,ATP2A3
cg11566172,-0.0003795337,6.66E-05,1.58E-08,7.49E-03,6.02E-07,DUSP23
cg22349332,-0.0004724295,8.29E-05,1.58E-08,7.49E-03,6.03E-07,MORN1
cg04030401,-0.0002545289,4.47E-05,1.58E-08,7.51E-03,6.04E-07,NA
cg01688776,0.0005920218,0.0001039353,1.59E-08,7.51E-03,6.04E-07,NA
cg18115132,0.0004931232,8.66E-05,1.59E-08,7.51E-03,6.04E-07,NTNG1
cg04741118,0.0008555773,0.0001502083,1.59E-08,7.51E-03,6.04E-07,CDK17
cg21874213,0.0005489833,9.64E-05,1.59E-08,7.52E-03,6.05E-07,NRG2
cg09163035,-0.0008442549,0.0001482295,1.59E-08,7.53E-03,6.05E-07,LASP1
cg14724925,-0.0003479474,6.11E-05,1.59E-08,7.54E-03,6.06E-07,NA
cg15521790,-0.0007173251,0.0001259559,1.59E-08,7.55E-03,6.07E-07,MAML2
cg07813495,-0.0004727709,8.30E-05,1.60E-08,7.56E-03,6.08E-07,ZC3H12A
cg05976840,0.0006334447,0.0001112329,1.60E-08,7.56E-03,6.08E-07,TRADD
cg15545247,-0.001283217,0.0002253385,1.60E-08,7.57E-03,6.08E-07,HCAR3
cg21592241,0.0002485314,4.36E-05,1.60E-08,7.57E-03,6.08E-07,KCNQ1
cg03223072,-0.0007060889,0.0001239974,1.60E-08,7.58E-03,6.09E-07,ABLIM1
cg06343355,0.0008061537,0.0001415717,1.60E-08,7.58E-03,6.09E-07,NA
cg19448816,-0.0007572953,0.0001329931,1.60E-08,7.59E-03,6.09E-07,PLCL2
cg19733736,-0.0006501687,0.00011418,1.60E-08,7.59E-03,6.09E-07,RDH5
cg06097213,-0.0006895438,0.0001210997,1.60E-08,7.60E-03,6.10E-07,HLA-F-AS1
cg07502417,0.0007479562,0.0001313599,1.60E-08,7.60E-03,6.10E-07,AGT
cg23990942,-0.0009071057,0.0001593171,1.61E-08,7.61E-03,6.11E-07,SERTAD3
cg03042633,0.0007620974,0.0001338714,1.62E-08,7.65E-03,6.14E-07,SKI
cg22595920,-0.0012146161,0.0002133626,1.62E-08,7.65E-03,6.14E-07,NA
cg10655396,-0.0003214631,5.65E-05,1.63E-08,7.70E-03,6.18E-07,HMHA1
cg10675058,-0.0009448565,0.0001660117,1.63E-08,7.71E-03,6.18E-07,MACROD1
cg12249234,-0.0012865697,0.0002260592,1.63E-08,7.72E-03,6.19E-07,KSR1
cg23433370,-0.0013969422,0.0002454578,1.63E-08,7.72E-03,6.19E-07,STK38L
cg18067134,-0.0009092462,0.0001597716,1.63E-08,7.73E-03,6.20E-07,FOXP1
cg17449088,0.0006417501,0.0001127685,1.63E-08,7.73E-03,6.20E-07,MCC
cg04005943,-0.0009477395,0.0001665385,1.63E-08,7.74E-03,6.20E-07,CDH23
cg16739544,-0.0007933602,0.0001394123,1.63E-08,7.74E-03,6.21E-07,NA
cg20141108,-0.0006638627,0.0001166591,1.63E-08,7.74E-03,6.21E-07,NA
cg06589051,-0.0004146541,7.29E-05,1.64E-08,7.75E-03,6.21E-07,TGFBRAP1
cg17932662,-0.0010477248,0.000184119,1.64E-08,7.75E-03,6.21E-07,PTPN7
cg04364752,-0.0008665341,0.0001522783,1.64E-08,7.75E-03,6.21E-07,GALNS
cg21696012,-0.0011888651,0.0002089399,1.64E-08,7.77E-03,6.23E-07,HMGCL
cg25317157,0.0007604804,0.0001336584,1.64E-08,7.78E-03,6.24E-07,C10orf90
cg00965469,-0.000322864,5.67E-05,1.65E-08,7.80E-03,6.25E-07,LY6G5C
cg03992638,-0.0004773145,8.39E-05,1.65E-08,7.80E-03,6.25E-07,CXXC5
cg06710195,-0.0006766,0.0001189255,1.65E-08,7.80E-03,6.25E-07,VAV3
cg20026613,-0.0007287273,0.000128095,1.65E-08,7.82E-03,6.26E-07,KIAA0930
cg22946615,-0.0005605279,9.85E-05,1.65E-08,7.82E-03,6.26E-07,NA
cg02145701,-0.000760037,0.0001336012,1.65E-08,7.82E-03,6.26E-07,BANP
cg04811098,-0.0004675685,8.22E-05,1.65E-08,7.83E-03,6.27E-07,INSIG1
cg20902758,-0.0004268335,7.50E-05,1.65E-08,7.84E-03,6.27E-07,FLOT1
cg19082496,-0.0010791129,0.0001897005,1.65E-08,7.84E-03,6.27E-07,NA
cg12796306,0.0004605582,8.10E-05,1.66E-08,7.84E-03,6.28E-07,C8orf46
cg07419740,-0.000369477,6.50E-05,1.66E-08,7.85E-03,6.28E-07,ATP6V0E1
cg16441068,-0.0012566338,0.0002209285,1.66E-08,7.86E-03,6.29E-07,RCOR1
cg01285783,0.0007664294,0.0001347526,1.66E-08,7.88E-03,6.30E-07,C6orf195
cg21088438,-0.0011645134,0.0002047559,1.67E-08,7.89E-03,6.31E-07,SLC10A1
cg20457732,0.0011155021,0.0001961457,1.67E-08,7.90E-03,6.32E-07,NA
cg19154438,0.0006680749,0.0001174725,1.67E-08,7.90E-03,6.32E-07,CKM
cg05967487,-0.0002691211,4.73E-05,1.67E-08,7.91E-03,6.32E-07,EHBP1L1
cg19356389,-0.0005792942,0.0001018635,1.67E-08,7.91E-03,6.32E-07,NA
cg26369418,-0.0006396887,0.0001124839,1.67E-08,7.91E-03,6.32E-07,CSF2
cg01323964,-0.0011405439,0.0002005581,1.67E-08,7.91E-03,6.33E-07,NA
cg05936004,-0.0012408172,0.0002181968,1.67E-08,7.92E-03,6.33E-07,ATP2C1
cg11987645,-0.0005729684,0.000100758,1.67E-08,7.92E-03,6.33E-07,CDCA7L
cg04493247,-0.0007843249,0.0001379258,1.67E-08,7.92E-03,6.33E-07,NSUN5
cg16762030,-0.0012436676,0.0002187046,1.67E-08,7.93E-03,6.33E-07,NA
cg09694921,-0.0005266823,9.26E-05,1.68E-08,7.95E-03,6.35E-07,DCPS
cg03272225,-0.0013372804,0.0002351848,1.68E-08,7.95E-03,6.35E-07,JAK3
cg15986587,-0.0009288218,0.000163353,1.68E-08,7.95E-03,6.35E-07,NA
cg14753356,-0.0006188938,0.0001088461,1.68E-08,7.95E-03,6.35E-07,NA
cg12389611,0.0008320875,0.0001463416,1.68E-08,7.95E-03,6.35E-07,NA
cg06512918,-0.0002915783,5.13E-05,1.68E-08,7.96E-03,6.35E-07,NA
cg09213964,-0.0002883571,5.07E-05,1.68E-08,7.97E-03,6.36E-07,LRRC43
cg23929682,-0.0002747758,4.83E-05,1.68E-08,7.98E-03,6.37E-07,NA
cg07207099,-0.0003635251,6.39E-05,1.68E-08,7.98E-03,6.37E-07,NA
cg23599850,0.0006279911,0.0001104665,1.69E-08,8.00E-03,6.39E-07,FOXN4
cg13709496,-0.0011895646,0.0002092592,1.69E-08,8.01E-03,6.39E-07,TBC1D2
cg08164191,-0.0012027342,0.0002115789,1.69E-08,8.02E-03,6.40E-07,NA
