#CpG,Coefficient estimate (slope),Standard error,p value,Bonferroni p,q value (FDR),Gene
cpg,beta,std.err,p.value,bonferroni,fdr,gene
cg02378208,-0.0013879033,0.0002089718,4.97E-11,2.35E-05,5.26E-09,NA
cg11050793,-0.000911511,0.0001372488,4.98E-11,2.36E-05,5.27E-09,NCOR2
cg06460983,-0.000562755,8.47E-05,5.01E-11,2.37E-05,5.30E-09,IFIT3
cg15012468,0.0009954671,0.0001499322,5.04E-11,2.39E-05,5.32E-09,MFSD4
cg00289503,-0.0007791107,0.0001173473,5.04E-11,2.39E-05,5.33E-09,COL9A3
cg04348689,0.0008727259,0.0001314552,5.06E-11,2.40E-05,5.34E-09,BTBD7
cg12144681,0.0004098373,6.17E-05,5.09E-11,2.41E-05,5.38E-09,NA
cg14040358,-0.0001893479,2.85E-05,5.13E-11,2.43E-05,5.41E-09,SH3GL1
cg11405655,-0.0007707866,0.0001161485,5.15E-11,2.44E-05,5.43E-09,NA
cg00980581,0.000616464,9.29E-05,5.17E-11,2.45E-05,5.45E-09,PNPLA1
cg19687075,-0.0005798181,8.74E-05,5.18E-11,2.45E-05,5.46E-09,NOTCH1
cg08062273,-0.0005284356,7.96E-05,5.19E-11,2.46E-05,5.47E-09,LIMD1
cg06164260,-0.0006745486,0.0001016685,5.19E-11,2.46E-05,5.47E-09,BCL6
cg11205173,-0.0005390519,8.13E-05,5.21E-11,2.47E-05,5.49E-09,NA
cg20257553,-0.0004003106,6.04E-05,5.27E-11,2.50E-05,5.55E-09,PLA2R1
cg01189606,-0.0007121628,0.0001073865,5.30E-11,2.51E-05,5.58E-09,PLXNB1
cg26562566,0.0008484212,0.0001279432,5.31E-11,2.52E-05,5.59E-09,NA
cg13647973,0.0010745107,0.0001620451,5.32E-11,2.52E-05,5.60E-09,NA
cg10976975,0.0007464399,0.0001125677,5.32E-11,2.52E-05,5.60E-09,BMP10
cg01577760,-0.0006138998,9.26E-05,5.33E-11,2.52E-05,5.60E-09,ALDH3B1
cg12185873,-0.0013222603,0.0001994192,5.34E-11,2.53E-05,5.61E-09,NA
cg17094065,0.0006432108,9.70E-05,5.35E-11,2.53E-05,5.62E-09,TENC1
cg25814969,-0.0005674874,8.56E-05,5.36E-11,2.54E-05,5.62E-09,NA
cg17803993,-0.0007741863,0.0001167964,5.41E-11,2.56E-05,5.68E-09,FOXP1
cg11581865,0.000767798,0.0001158331,5.41E-11,2.56E-05,5.68E-09,NA
cg23957643,0.0006880475,0.0001038215,5.45E-11,2.58E-05,5.72E-09,EPS8L3
cg19396666,-0.0006549543,9.89E-05,5.55E-11,2.63E-05,5.82E-09,NA
cg03029127,-0.0005089004,7.68E-05,5.55E-11,2.63E-05,5.82E-09,KATNB1
cg03958883,-0.0008697281,0.0001312935,5.56E-11,2.63E-05,5.82E-09,ARHGEF17
cg01351315,-0.0006312486,9.53E-05,5.61E-11,2.66E-05,5.87E-09,HOXB-AS3
cg13358186,-0.0003982782,6.01E-05,5.62E-11,2.66E-05,5.89E-09,NA
cg01037823,-0.0008493233,0.0001282528,5.64E-11,2.67E-05,5.90E-09,ZG16B
cg19014792,-0.0009470346,0.0001430117,5.65E-11,2.67E-05,5.91E-09,CARD11
cg25207224,-0.0006037878,9.12E-05,5.67E-11,2.68E-05,5.93E-09,HMGA1
cg00711072,-0.0012167668,0.0001837706,5.69E-11,2.70E-05,5.95E-09,NA
cg14817906,-0.0004095073,6.19E-05,5.71E-11,2.70E-05,5.97E-09,CNNM4
cg12155036,0.0009476965,0.000143159,5.72E-11,2.71E-05,5.98E-09,NA
cg08696931,-0.00025696,3.88E-05,5.73E-11,2.71E-05,5.98E-09,CDK2AP1
cg12695465,0.0016641938,0.00025141,5.74E-11,2.72E-05,5.99E-09,GCNT2
cg11570656,-0.0007647795,0.0001155366,5.74E-11,2.72E-05,5.99E-09,TSC22D1
cg20321801,0.0004814026,7.27E-05,5.76E-11,2.73E-05,6.00E-09,CD81
cg16519842,0.0008406744,0.0001270184,5.77E-11,2.74E-05,6.02E-09,HIST2H2BF
cg00679184,0.0006570138,9.93E-05,5.79E-11,2.74E-05,6.03E-09,NA
cg03750061,-0.0008186189,0.000123695,5.79E-11,2.74E-05,6.03E-09,PDZD8
cg25767870,-0.0005788886,8.75E-05,5.79E-11,2.74E-05,6.03E-09,NA
cg14923289,-0.0002853039,4.31E-05,5.80E-11,2.75E-05,6.04E-09,TMEM14A
cg23510258,-0.0007644639,0.0001155196,5.81E-11,2.75E-05,6.04E-09,TBCD
cg00241638,-0.001131193,0.0001709591,5.84E-11,2.77E-05,6.08E-09,LOC100133669
cg19716090,-0.0007970981,0.0001204832,5.87E-11,2.78E-05,6.11E-09,NA
cg23901967,-0.0005851236,8.84E-05,5.89E-11,2.79E-05,6.12E-09,NA
cg18259535,-0.0005488645,8.30E-05,5.89E-11,2.79E-05,6.12E-09,NA
cg23890469,0.0005596567,8.46E-05,5.93E-11,2.81E-05,6.16E-09,MMRN2
cg01577187,-0.0003099962,4.69E-05,6.01E-11,2.85E-05,6.24E-09,NCK2
cg08248134,-0.0007588015,0.0001147718,6.05E-11,2.86E-05,6.28E-09,MCF2L
cg10131972,-0.0002175039,3.29E-05,6.05E-11,2.87E-05,6.28E-09,TXNRD2
cg09507934,-0.0007450202,0.0001126917,6.06E-11,2.87E-05,6.28E-09,ORAI2
cg15726426,-0.0004994167,7.55E-05,6.07E-11,2.87E-05,6.29E-09,KCNA3
cg13221796,0.0005409351,8.18E-05,6.08E-11,2.88E-05,6.31E-09,RB1
cg12799824,-0.0004379151,6.62E-05,6.09E-11,2.89E-05,6.31E-09,NA
cg07841173,-0.0008107784,0.000122666,6.11E-11,2.90E-05,6.33E-09,GATA2
cg00000714,-0.0005079377,7.69E-05,6.18E-11,2.93E-05,6.40E-09,TSEN34
cg00730441,0.0008478432,0.0001283177,6.20E-11,2.94E-05,6.42E-09,TBX2
cg12339328,-0.0007403737,0.0001120541,6.21E-11,2.94E-05,6.42E-09,SEC23B
cg14172126,-0.0004680167,7.08E-05,6.25E-11,2.96E-05,6.47E-09,FAM69B
cg21505923,-0.0003182915,4.82E-05,6.31E-11,2.99E-05,6.53E-09,NA
cg21574822,-0.0006836054,0.0001035112,6.33E-11,3.00E-05,6.55E-09,NA
cg18575653,-0.0003932225,5.95E-05,6.35E-11,3.01E-05,6.56E-09,C21orf33
cg06911187,-0.0003027135,4.58E-05,6.40E-11,3.03E-05,6.61E-09,B3GNTL1
cg21599336,0.0005203071,7.88E-05,6.40E-11,3.03E-05,6.61E-09,LOC100128239
cg02451831,-0.0005541197,8.39E-05,6.41E-11,3.04E-05,6.62E-09,KIAA0087
cg25009965,-0.0010710512,0.0001622301,6.42E-11,3.04E-05,6.62E-09,ZBTB16
cg18283037,-0.0004588916,6.95E-05,6.43E-11,3.05E-05,6.63E-09,NA
cg17616192,-0.0006517085,9.87E-05,6.43E-11,3.05E-05,6.63E-09,NA
cg14565651,-0.0007995305,0.000121123,6.47E-11,3.06E-05,6.67E-09,SLC2A5
cg09294072,-0.0022698199,0.0003439091,6.50E-11,3.08E-05,6.70E-09,NA
cg15497761,-0.0004825041,7.31E-05,6.58E-11,3.12E-05,6.77E-09,TRIM46
cg09595185,-0.0006879471,0.0001042924,6.66E-11,3.16E-05,6.86E-09,HOXB-AS3
cg18159819,-0.0002993232,4.54E-05,6.66E-11,3.16E-05,6.86E-09,ASRGL1
cg01713950,0.0007399528,0.0001122269,6.79E-11,3.22E-05,6.99E-09,RCC2
cg07910680,0.0005852491,8.88E-05,6.80E-11,3.22E-05,7.00E-09,ALPK2
cg06893273,0.001086557,0.0001648084,6.81E-11,3.23E-05,7.01E-09,NA
cg26472802,-0.0004447947,6.75E-05,6.90E-11,3.27E-05,7.09E-09,AIRE
cg22321036,0.0008783068,0.0001332608,6.90E-11,3.27E-05,7.09E-09,NA
cg12478185,-0.0009455707,0.0001434679,6.91E-11,3.27E-05,7.09E-09,NA
cg18763536,-0.0005812114,8.82E-05,6.95E-11,3.29E-05,7.14E-09,ETV6
cg08895056,-0.0006205538,9.42E-05,6.97E-11,3.30E-05,7.15E-09,SLC47A1
cg00569091,-0.0003842542,5.83E-05,6.98E-11,3.30E-05,7.16E-09,RERE
cg00955035,0.0010579159,0.0001605732,7.02E-11,3.32E-05,7.20E-09,NA
cg17901584,-0.0008868259,0.0001346161,7.04E-11,3.33E-05,7.22E-09,DHCR24
cg10547843,-0.0006367958,9.67E-05,7.11E-11,3.37E-05,7.29E-09,NA
cg00599770,-0.0002763044,4.20E-05,7.15E-11,3.39E-05,7.33E-09,HOXA7
cg23434998,-0.0003302362,5.02E-05,7.18E-11,3.40E-05,7.35E-09,OXCT1
cg26460530,-0.000752835,0.0001143305,7.19E-11,3.40E-05,7.36E-09,NA
cg22881247,-0.0002148709,3.26E-05,7.19E-11,3.41E-05,7.36E-09,LRRK1
cg14008686,0.0004769376,7.24E-05,7.20E-11,3.41E-05,7.37E-09,NA
cg06648759,-0.0009441592,0.0001434029,7.22E-11,3.42E-05,7.38E-09,NA
cg02075820,-0.0009710712,0.0001475017,7.24E-11,3.43E-05,7.40E-09,NUCB2
cg01676322,-0.0004335744,6.59E-05,7.33E-11,3.47E-05,7.49E-09,ACBD4
cg16153042,-0.0006706609,0.0001019133,7.37E-11,3.49E-05,7.53E-09,SLC22A23
cg06672753,-0.0002744083,4.17E-05,7.43E-11,3.52E-05,7.58E-09,HPN
cg12744859,-0.0011351161,0.0001725174,7.43E-11,3.52E-05,7.58E-09,NA
cg12367539,-0.0009064972,0.0001377774,7.43E-11,3.52E-05,7.58E-09,NA
cg12793610,0.0008298684,0.0001261333,7.44E-11,3.52E-05,7.59E-09,TRIM2
cg20793071,-0.0005629234,8.56E-05,7.47E-11,3.54E-05,7.62E-09,NA
cg01109135,-0.0005591583,8.50E-05,7.48E-11,3.54E-05,7.62E-09,GPR132
cg19968228,-0.0004630956,7.04E-05,7.48E-11,3.54E-05,7.62E-09,NA
cg08110488,-0.0014727563,0.000223889,7.50E-11,3.55E-05,7.64E-09,NA
cg09597312,-0.0003847313,5.85E-05,7.52E-11,3.56E-05,7.66E-09,NA
cg02141748,0.0005708068,8.68E-05,7.55E-11,3.58E-05,7.68E-09,LZTS3
cg25198007,-0.0005099937,7.76E-05,7.60E-11,3.60E-05,7.73E-09,UBXN11
cg07264048,0.001624352,0.000247065,7.67E-11,3.63E-05,7.80E-09,GCNT2
cg20291222,-0.0009801369,0.0001490819,7.67E-11,3.63E-05,7.80E-09,GLIPR1L2
cg07862554,-0.0002016721,3.07E-05,7.70E-11,3.65E-05,7.82E-09,MME
cg00157638,-0.0003748772,5.70E-05,7.70E-11,3.65E-05,7.82E-09,NA
cg04898939,-0.000687121,0.0001045281,7.72E-11,3.66E-05,7.84E-09,LOC595101
cg00117908,-0.0007044041,0.0001071586,7.73E-11,3.66E-05,7.85E-09,ARSG
cg16636468,-0.0005385259,8.19E-05,7.73E-11,3.66E-05,7.85E-09,RPTOR
cg05264870,-0.000843944,0.0001283983,7.75E-11,3.67E-05,7.87E-09,NRP2
cg17097293,-0.000595789,9.06E-05,7.77E-11,3.68E-05,7.88E-09,PIP5K1C
cg23825480,-0.0009236458,0.0001405322,7.77E-11,3.68E-05,7.88E-09,MORC2
cg23051272,-0.0006684932,0.0001017181,7.80E-11,3.69E-05,7.91E-09,RAI1
cg18115658,-0.0006886089,0.0001047865,7.82E-11,3.70E-05,7.92E-09,SLC23A1
cg06388350,-0.0008870246,0.000134981,7.83E-11,3.71E-05,7.93E-09,NA
cg04640972,-0.0009399356,0.0001430458,7.86E-11,3.72E-05,7.96E-09,NA
cg08261525,-0.000799184,0.0001216334,7.88E-11,3.73E-05,7.97E-09,ENOX1
cg03227353,-0.0002256926,3.43E-05,7.88E-11,3.73E-05,7.97E-09,ECI1
cg13735863,-0.0005343216,8.13E-05,7.88E-11,3.73E-05,7.97E-09,NA
cg11934832,0.0008483747,0.0001291461,7.94E-11,3.76E-05,8.03E-09,NA
cg14435550,-0.000988743,0.0001505142,7.94E-11,3.76E-05,8.03E-09,NA
cg18479255,0.000870417,0.000132512,7.97E-11,3.78E-05,8.05E-09,FAM124A
cg26740249,-0.0009771155,0.0001487573,7.97E-11,3.78E-05,8.05E-09,TNRC6C
cg21121843,-0.0009381107,0.0001428428,8.04E-11,3.81E-05,8.11E-09,HTT
cg25721744,-0.0005000895,7.62E-05,8.06E-11,3.82E-05,8.13E-09,LZTS2
cg16795184,0.000652546,9.94E-05,8.09E-11,3.83E-05,8.16E-09,NUP93
cg16122424,0.0005930196,9.03E-05,8.17E-11,3.87E-05,8.24E-09,NA
cg24100115,0.0004781028,7.28E-05,8.19E-11,3.88E-05,8.26E-09,FLOT1
cg17642941,-0.0009286075,0.0001414644,8.20E-11,3.88E-05,8.26E-09,NA
cg03350366,-0.0002997134,4.57E-05,8.21E-11,3.89E-05,8.27E-09,NUMA1
cg12280065,-0.00026603,4.05E-05,8.27E-11,3.92E-05,8.33E-09,NAGLU
cg07524398,-0.0004484577,6.83E-05,8.33E-11,3.95E-05,8.38E-09,CBX6
cg10559803,-0.0005411689,8.25E-05,8.33E-11,3.95E-05,8.38E-09,RALGPS2
cg02385820,-0.0004669488,7.12E-05,8.35E-11,3.96E-05,8.40E-09,RINL
cg01604946,0.0007685638,0.0001171386,8.36E-11,3.96E-05,8.41E-09,SH3TC2
cg22525688,-0.0009266304,0.0001412746,8.47E-11,4.01E-05,8.52E-09,GTF2IRD1
cg07141504,-0.0004428405,6.75E-05,8.47E-11,4.01E-05,8.52E-09,LINC00887
cg23548163,0.0023158397,0.0003530851,8.49E-11,4.02E-05,8.53E-09,HIF3A
cg22417398,-0.0004729848,7.21E-05,8.54E-11,4.04E-05,8.57E-09,SCYL1
cg09958065,-0.0008770005,0.0001337368,8.55E-11,4.05E-05,8.59E-09,CAMK1D
cg21048168,0.0006522823,9.95E-05,8.59E-11,4.07E-05,8.62E-09,ATP6V0A4
cg07609780,-0.0003333726,5.08E-05,8.61E-11,4.08E-05,8.64E-09,NA
cg24660199,-0.0006404846,9.77E-05,8.65E-11,4.10E-05,8.67E-09,PIDD
cg03450842,-0.0006194076,9.45E-05,8.70E-11,4.12E-05,8.73E-09,ZMIZ1
cg02064267,-0.0001689669,2.58E-05,8.72E-11,4.13E-05,8.73E-09,NA
cg11541486,0.0005673189,8.66E-05,8.72E-11,4.13E-05,8.74E-09,BTBD17
cg16309350,-0.000991836,0.0001513439,8.78E-11,4.16E-05,8.80E-09,KNDC1
cg27230009,-0.0006292384,9.60E-05,8.79E-11,4.16E-05,8.80E-09,HRH1
cg00323916,-0.0004676217,7.14E-05,8.79E-11,4.17E-05,8.80E-09,PDXP
cg10708898,0.0006987973,0.0001066353,8.80E-11,4.17E-05,8.81E-09,NA
cg15428453,0.0006114497,9.33E-05,8.86E-11,4.20E-05,8.86E-09,TMEM55A
cg10692693,-0.0011119957,0.0001697163,8.88E-11,4.20E-05,8.87E-09,CUX1
cg19715094,-0.0007205498,0.0001099781,8.89E-11,4.21E-05,8.88E-09,TMEM25
cg16060369,0.0008144321,0.0001243214,8.94E-11,4.23E-05,8.93E-09,RASGEF1A
cg23556108,0.0002449383,3.74E-05,9.00E-11,4.26E-05,8.99E-09,BCL11A
cg02598564,0.0007389841,0.0001128272,9.01E-11,4.27E-05,8.99E-09,NA
cg08792703,-0.0004236151,6.47E-05,9.03E-11,4.28E-05,9.01E-09,CD6
cg00447208,-0.0002497486,3.81E-05,9.03E-11,4.28E-05,9.01E-09,NA
cg17239103,0.0009872752,0.000150782,9.12E-11,4.32E-05,9.09E-09,CCDC19
cg21509097,-0.000346885,5.30E-05,9.19E-11,4.36E-05,9.17E-09,PLA2G15
cg09341448,-0.0007712254,0.0001178191,9.24E-11,4.38E-05,9.21E-09,SEC1P
cg10806146,-0.0005540861,8.47E-05,9.26E-11,4.39E-05,9.23E-09,SLC20A2
cg04885396,-0.0007139272,0.0001090825,9.29E-11,4.40E-05,9.25E-09,ABCC1
cg08812802,0.0009034609,0.0001380507,9.32E-11,4.41E-05,9.28E-09,NA
cg09878888,-0.0004152783,6.35E-05,9.34E-11,4.42E-05,9.29E-09,CTNND1
cg04468671,-0.000564335,8.63E-05,9.40E-11,4.45E-05,9.35E-09,NA
cg02553054,-0.0005980096,9.14E-05,9.40E-11,4.45E-05,9.35E-09,SMARCD1
cg27440283,-0.0002713787,4.15E-05,9.46E-11,4.48E-05,9.40E-09,NA
cg24222546,0.00092045,0.0001407119,9.50E-11,4.50E-05,9.44E-09,STRA6
cg04322572,0.0012527522,0.0001915481,9.57E-11,4.53E-05,9.51E-09,NA
cg13922488,-0.0005485447,8.39E-05,9.63E-11,4.56E-05,9.57E-09,PKN1
cg10401367,-0.0002566393,3.92E-05,9.65E-11,4.57E-05,9.58E-09,NA
cg24006305,-0.0004700039,7.19E-05,9.71E-11,4.60E-05,9.64E-09,NA
cg07710883,0.0007552453,0.0001155562,9.85E-11,4.66E-05,9.77E-09,CAPN1
cg04063345,0.0015435353,0.0002362126,9.93E-11,4.70E-05,9.85E-09,ESR1
cg02736908,0.0007095728,0.0001085928,9.94E-11,4.71E-05,9.86E-09,NA
cg07407736,0.0008947241,0.0001369693,1.01E-10,4.77E-05,9.98E-09,NA
cg02124912,0.0008327357,0.0001274793,1.01E-10,4.77E-05,9.98E-09,GPR37L1
cg24760467,-0.0007805337,0.000119496,1.01E-10,4.78E-05,1.00E-08,LZTS2
cg05135156,0.0005878479,9.00E-05,1.01E-10,4.81E-05,1.00E-08,C1orf21
cg15142214,-0.0003525283,5.40E-05,1.02E-10,4.84E-05,1.01E-08,NA
cg08061334,0.000577741,8.85E-05,1.02E-10,4.85E-05,1.01E-08,NA
cg09294084,0.0009516889,0.0001457645,1.03E-10,4.87E-05,1.02E-08,MCF2L
cg05433642,-0.0009104926,0.0001394571,1.03E-10,4.88E-05,1.02E-08,MBNL2
cg20255723,-0.0002328033,3.57E-05,1.03E-10,4.88E-05,1.02E-08,PRR5
cg27590407,0.0003948154,6.05E-05,1.03E-10,4.89E-05,1.02E-08,NA
cg15903213,0.0007256346,0.0001111512,1.03E-10,4.89E-05,1.02E-08,NA
cg25832796,-0.0003952075,6.05E-05,1.04E-10,4.91E-05,1.02E-08,NA
cg01578442,0.0008517721,0.0001305009,1.04E-10,4.94E-05,1.03E-08,NA
cg02708956,-0.0006841654,0.0001048194,1.04E-10,4.94E-05,1.03E-08,HDAC4
cg26008908,0.0003848153,5.90E-05,1.05E-10,4.95E-05,1.03E-08,MSI1
cg20117103,-0.0003771967,5.78E-05,1.05E-10,4.97E-05,1.03E-08,ATP10A
cg13522406,-0.0006839324,0.0001048211,1.06E-10,5.01E-05,1.04E-08,PPP1R10
cg00490097,-0.0005761985,8.83E-05,1.06E-10,5.01E-05,1.04E-08,NA
cg24705939,-0.0004150973,6.36E-05,1.06E-10,5.02E-05,1.04E-08,RBPMS
cg25386611,-0.0006588576,0.0001009883,1.06E-10,5.03E-05,1.04E-08,NA
cg01917340,0.0009090921,0.0001393452,1.06E-10,5.03E-05,1.04E-08,NA
cg17141902,-0.0005243373,8.04E-05,1.07E-10,5.07E-05,1.05E-08,NINJ1
cg15154628,0.0008901332,0.0001364624,1.07E-10,5.07E-05,1.05E-08,CCDC146
cg12368752,0.0006383772,9.79E-05,1.07E-10,5.09E-05,1.06E-08,TMPRSS13
cg10142520,-0.0006537405,0.0001002475,1.08E-10,5.12E-05,1.06E-08,EHBP1L1
cg08970648,-0.0007052487,0.0001081489,1.08E-10,5.12E-05,1.06E-08,CISH
cg18131548,-0.0007131483,0.000109367,1.08E-10,5.14E-05,1.07E-08,TAL1
cg03721641,0.0007637651,0.0001171309,1.09E-10,5.14E-05,1.07E-08,IL17REL
cg14445047,-0.0004659883,7.15E-05,1.09E-10,5.15E-05,1.07E-08,INPP5E
cg23375169,-0.0004068062,6.24E-05,1.09E-10,5.16E-05,1.07E-08,NA
cg22374525,0.0007104492,0.0001089692,1.09E-10,5.17E-05,1.07E-08,NA
cg13740185,-0.0003979068,6.10E-05,1.10E-10,5.23E-05,1.08E-08,NA
cg08755743,-0.0002651493,4.07E-05,1.10E-10,5.23E-05,1.08E-08,GATA2
cg23013850,-0.0006994748,0.0001073216,1.11E-10,5.25E-05,1.09E-08,FAM124B
cg01801603,-0.0008522456,0.0001307792,1.11E-10,5.27E-05,1.09E-08,ZHX2
cg15357945,0.0005672712,8.71E-05,1.12E-10,5.30E-05,1.09E-08,PRG2
cg07363144,-0.0006770502,0.0001039397,1.13E-10,5.37E-05,1.11E-08,NA
cg09555736,-0.0009667437,0.0001484246,1.14E-10,5.39E-05,1.11E-08,RAB11FIP3
cg14194983,-0.0009787177,0.0001502985,1.15E-10,5.44E-05,1.12E-08,NPPA
cg10045881,-0.0006752583,0.0001037194,1.16E-10,5.49E-05,1.13E-08,CHI3L2
cg09462806,-0.000816202,0.0001253936,1.17E-10,5.54E-05,1.14E-08,NA
cg04875062,-0.0005199676,7.99E-05,1.17E-10,5.56E-05,1.15E-08,MFAP2
cg04734784,-0.0004803793,7.38E-05,1.18E-10,5.57E-05,1.15E-08,NA
cg08005460,0.000622256,9.56E-05,1.18E-10,5.57E-05,1.15E-08,RARA
cg03190433,0.0004477164,6.88E-05,1.18E-10,5.59E-05,1.15E-08,NA
cg00808648,-0.0005483053,8.43E-05,1.19E-10,5.63E-05,1.16E-08,PACS2
cg02711872,-0.0006106811,9.39E-05,1.19E-10,5.64E-05,1.16E-08,KCNH2
cg07782285,-0.0005608733,8.62E-05,1.20E-10,5.66E-05,1.17E-08,DAND5
cg20535966,0.0002787353,4.28E-05,1.20E-10,5.67E-05,1.17E-08,NA
cg02900356,-0.0005129385,7.89E-05,1.20E-10,5.69E-05,1.17E-08,PYCARD
cg21705505,-0.0005138654,7.90E-05,1.21E-10,5.73E-05,1.18E-08,C21orf33
cg09825327,-0.000534925,8.23E-05,1.21E-10,5.75E-05,1.18E-08,TRAF5
cg01616956,-0.0004730052,7.27E-05,1.21E-10,5.75E-05,1.18E-08,NMUR1
cg02255511,-0.0005681773,8.74E-05,1.23E-10,5.85E-05,1.20E-08,GPR128
cg17843212,-0.0004999236,7.69E-05,1.24E-10,5.88E-05,1.21E-08,FOXJ3
cg20912205,-0.0005763652,8.87E-05,1.24E-10,5.89E-05,1.21E-08,NA
cg06650246,-0.0006736646,0.0001036487,1.24E-10,5.90E-05,1.21E-08,MAPKAPK2
cg16223546,-0.0004629917,7.12E-05,1.25E-10,5.91E-05,1.21E-08,NA
cg20793665,-0.0005253333,8.08E-05,1.26E-10,5.95E-05,1.22E-08,NA
cg09690072,-0.0005826088,8.97E-05,1.26E-10,5.99E-05,1.23E-08,NA
cg16764778,-0.0004581844,7.05E-05,1.27E-10,6.02E-05,1.23E-08,NA
cg23632109,-0.0004404977,6.78E-05,1.27E-10,6.02E-05,1.23E-08,NA
cg12799029,-0.0006339542,9.76E-05,1.27E-10,6.04E-05,1.24E-08,ABR
cg26712428,-0.000698642,0.0001075613,1.28E-10,6.04E-05,1.24E-08,CALHM1
cg15791438,-0.0009865048,0.0001518785,1.28E-10,6.05E-05,1.24E-08,SFI1
cg16419124,-0.000458347,7.06E-05,1.28E-10,6.07E-05,1.24E-08,PKD1
cg08307171,-0.0007254761,0.000111721,1.29E-10,6.11E-05,1.25E-08,CSNK1G2
cg27020362,-0.0005455073,8.40E-05,1.29E-10,6.11E-05,1.25E-08,MZB1
cg04494051,-0.0005099173,7.85E-05,1.29E-10,6.11E-05,1.25E-08,NA
cg09509673,0.0008300014,0.0001278337,1.30E-10,6.14E-05,1.25E-08,NA
cg17904988,-0.0006113485,9.42E-05,1.30E-10,6.16E-05,1.26E-08,NA
cg04040975,0.0004806518,7.41E-05,1.32E-10,6.24E-05,1.27E-08,CLMP
cg17404981,-0.0008602548,0.0001325495,1.32E-10,6.25E-05,1.28E-08,CTBP1
cg16874077,0.0006004134,9.25E-05,1.32E-10,6.25E-05,1.28E-08,FSCN3
cg19421584,-0.0005994261,9.24E-05,1.32E-10,6.26E-05,1.28E-08,WDR60
cg25673598,0.0007595764,0.0001171017,1.35E-10,6.39E-05,1.30E-08,EPN2
cg22437987,-0.0004538882,7.00E-05,1.36E-10,6.45E-05,1.32E-08,P2RX1
cg05614072,-0.0011044569,0.0001703638,1.38E-10,6.54E-05,1.33E-08,NA
cg24677093,0.0008989326,0.0001386633,1.38E-10,6.54E-05,1.33E-08,ZNF503-AS2
cg15821892,0.0006697156,0.0001033048,1.38E-10,6.55E-05,1.33E-08,TLL2
cg27196158,0.0006284929,9.70E-05,1.39E-10,6.57E-05,1.34E-08,MRPL23-AS1
cg25346117,0.0006026162,9.30E-05,1.40E-10,6.61E-05,1.35E-08,ATP1A1
cg00241663,-0.0007522894,0.0001160792,1.40E-10,6.63E-05,1.35E-08,GATA2
cg09253696,-0.001831579,0.0002826249,1.40E-10,6.64E-05,1.35E-08,TRIM47
cg21052932,-0.0011819667,0.0001823986,1.41E-10,6.66E-05,1.35E-08,ABHD12B
cg10541534,0.0011338309,0.000175002,1.42E-10,6.71E-05,1.36E-08,SETD7
cg05171197,0.0008208336,0.0001266972,1.42E-10,6.72E-05,1.37E-08,HDAC4
cg22742299,-0.0003905273,6.03E-05,1.42E-10,6.74E-05,1.37E-08,NA
cg20454518,-0.0010239578,0.0001581165,1.44E-10,6.84E-05,1.39E-08,FBRSL1
cg15562346,-0.0005644773,8.72E-05,1.45E-10,6.88E-05,1.40E-08,NA
cg01680823,-0.0004092182,6.32E-05,1.45E-10,6.89E-05,1.40E-08,TCAP
cg07398517,-0.0009171141,0.0001416501,1.46E-10,6.90E-05,1.40E-08,NA
cg09284772,-0.0002047264,3.16E-05,1.46E-10,6.92E-05,1.40E-08,FLOT1
cg08248579,-0.00071308,0.000110148,1.46E-10,6.93E-05,1.41E-08,KIF13A
cg14276125,-0.0007068159,0.0001091915,1.47E-10,6.96E-05,1.41E-08,ADRBK1
cg23925650,-0.0006404541,9.89E-05,1.47E-10,6.97E-05,1.41E-08,NA
cg05648303,-0.001218299,0.0001882166,1.47E-10,6.98E-05,1.41E-08,SCOC
cg14620184,0.0007349091,0.000113559,1.48E-10,7.03E-05,1.42E-08,ALK
cg24685134,-0.0003970796,6.14E-05,1.48E-10,7.03E-05,1.42E-08,TTC22
cg06238004,0.0015674974,0.0002422236,1.49E-10,7.05E-05,1.43E-08,NA
cg18816534,0.0008778205,0.0001356641,1.49E-10,7.08E-05,1.43E-08,EBF1
cg13916469,-0.0003834244,5.93E-05,1.50E-10,7.11E-05,1.44E-08,SUSD3
cg16003238,0.001036452,0.0001602013,1.50E-10,7.12E-05,1.44E-08,IGDCC3
cg26120073,-0.0007583888,0.0001172252,1.50E-10,7.12E-05,1.44E-08,CCDC88C
cg10612237,-0.0002513314,3.89E-05,1.51E-10,7.14E-05,1.44E-08,NA
cg02462661,-0.0009693972,0.0001498538,1.51E-10,7.15E-05,1.44E-08,STOML1
cg05298088,-0.0008081358,0.0001249307,1.51E-10,7.16E-05,1.45E-08,TTLL8
cg14519777,-0.0005748689,8.89E-05,1.51E-10,7.17E-05,1.45E-08,CUX1
cg20575191,0.000656837,0.0001015435,1.51E-10,7.17E-05,1.45E-08,PSTPIP1
cg18410271,-0.0004857852,7.51E-05,1.52E-10,7.18E-05,1.45E-08,ARHGAP27
cg27174787,-0.0004520586,6.99E-05,1.53E-10,7.23E-05,1.46E-08,TPM4
cg19264571,0.0009812011,0.0001517369,1.53E-10,7.27E-05,1.46E-08,APCDD1
cg10089413,0.0004984375,7.71E-05,1.53E-10,7.27E-05,1.46E-08,NA
cg17112828,0.000716571,0.0001108087,1.54E-10,7.28E-05,1.46E-08,LRRN2
