CHR,Position,CpG,Mapped Gene,Nearest Gene (10 Mb),Gene Group,Coef,SE,P,Direction
7,99595095,cg06688916,,AZGP1P1     ,,0.005,0.001,1.72E-06,++?++++++
6,26017619,cg08511651,HIST1H1A,HIST1H1A     ,1stExon,0.01,0.002,1.72E-06,-++++++++
6,133561386,cg24535176,EYA4,EYA4       ,TSS1500;TSS1500;TSS1500,0.011,0.002,1.72E-06,+-++++-++
19,16986831,cg11390978,SIN3B,SIN3B      ,Body,-0.006,0.001,1.73E-06,---------
4,207357,cg07043305,ZNF876P,ZNF876P     ,Body,0.01,0.002,1.74E-06,+-+?+++++
15,74612177,cg18468796,CCDC33,CCDC33      ,Body;Body,-0.006,0.001,1.74E-06,-----+--+
2,11761803,cg20954893,GREB1,GREB1      ,Body,-0.008,0.002,1.74E-06,-+-------
1,145508262,cg13131501,RBM8A,RBM8A      ,Body,-0.006,0.001,1.75E-06,-+--+----
8,143102224,cg26003909,,LINC00051    ,,0.008,0.002,1.75E-06,++++++-++
11,125974404,cg07085632,,CDON       ,,0.01,0.002,1.76E-06,+++-+++++
17,61849988,cg20099806,CCDC47,CCDC47      ,5'UTR,-0.009,0.002,1.76E-06,+-----+--
2,62702472,cg10855531,,TMEM17      ,,-0.007,0.002,1.77E-06,-----+---
10,74021432,cg12147622,,DDIT4      ,,-0.01,0.002,1.77E-06,-+-------
3,101497475,cg00101715,FAM55C,NXPE3      ,TSS1500;TSS1500,0.008,0.002,1.78E-06,++-+++++-
5,14915807,cg17749710,,ANKH       ,,-0.003,0.001,1.78E-06,---------
11,65321591,cg19332572,LTBP3,LTBP3      ,Body;Body;Body,0.009,0.002,1.80E-06,+++-++-++
19,55103653,cg14071925,LILRA1,LILRA1      ,TSS1500,0.006,0.001,1.81E-06,+++++++++
8,125738432,cg03102442,MTSS1,MTSS1      ,Body,-0.004,0.001,1.84E-06,------+--
7,99195931,cg03133378,,,,0.012,0.003,1.84E-06,+-+++++++
2,171730024,cg07476327,,GAD1       ,,-0.003,0.001,1.84E-06,---------
2,234620463,cg15299997,UGT1A5;UGT1A6;UGT1A10;UGT1A9;UGT1A7;UGT1A8,UGT1A10     ,TSS1500;Body;Body;Body;Body;Body;Body,0.007,0.002,1.85E-06,+++-++++-
11,64811819,cg05445008,SAC3D1,SAC3D1      ,Body,0.006,0.001,1.86E-06,++++++++-
7,71799982,cg26957187,CALN1,CALN1      ,5'UTR;Body,0.013,0.003,1.86E-06,++++++-++
6,31540750,cg00501919,LTA,LTA       ,Body;Body,-0.011,0.002,1.87E-06,--------+
10,111682693,cg09352789,XPNPEP1,XPNPEP1     ,Body;Body;Body,-0.004,0.001,1.87E-06,-----+---
8,49595651,cg21854617,,EFCAB1      ,,0.008,0.002,1.87E-06,+++-+++++
7,96615519,cg23184042,DLX6AS,DLX6-AS1     ,Body,0.013,0.003,1.87E-06,+++++++++
1,145441552,cg19693031,TXNIP,TXNIP      ,3'UTR,-0.008,0.002,1.88E-06,---------
13,50160350,cg25065097,RCBTB1,RCBTB1      ,TSS1500,0.007,0.001,1.88E-06,++++++-++
11,2011346,cg18716210,LOC100133545,,TSS200,-0.007,0.001,1.89E-06,---------
6,74009041,cg23238119,C6orf147,KHDC1      ,Body,0.011,0.002,1.91E-06,++++++-++
1,25257515,cg04221877,RUNX3,RUNX3      ,TSS1500;Body,-0.005,0.001,1.92E-06,---------
19,55721792,cg11613450,PTPRH,PTPRH      ,TSS1500;TSS1500,0.009,0.002,1.92E-06,+-+-+++++
5,424371,cg26529655,AHRR,AHRR       ,Body,-0.007,0.001,1.92E-06,--?---+--
16,86604522,cg01803461,,FOXC2      ,,0.006,0.001,1.93E-06,++++++++-
7,100142441,cg03431524,AGFG2,AGFG2      ,Body,-0.009,0.002,1.93E-06,---------
3,197475984,cg06097557,FYTTD1;KIAA0226,KIAA0226     ,TSS1500;5'UTR;TSS1500;TSS1500,0.008,0.002,1.93E-06,+++++++++
8,67454595,cg12109823,,MYBL1      ,,0.013,0.003,1.93E-06,+++++++++
6,28983835,cg00219626,,ZNF311      ,,-0.012,0.003,1.94E-06,--------+
6,31508297,cg11489251,BAT1,ATP6V1G2-DDX39B ,Body;Body,-0.007,0.002,1.94E-06,-+----+--
12,132414849,cg13382100,PUS1,PUS1       ,Body;Body;Body,-0.003,0.001,1.94E-06,-+-------
7,27143046,cg23206851,HOXA2,HOXA2      ,TSS1500,-0.005,0.001,1.94E-06,---------
13,49796434,cg26897297,MLNR,MLNR       ,Body,0.009,0.002,1.94E-06,+-+++++++
14,97205952,cg12043145,,VRK1       ,,0.008,0.002,1.95E-06,+++-++-++
3,160167990,cg15618978,TRIM59,TRIM59      ,TSS1500,0.004,0.001,1.95E-06,++++++-++
10,882938,cg08836481,LARP4B,LARP4B      ,Body,0.01,0.002,1.97E-06,+++++++++
19,5338446,cg26947721,PTPRS,PTPRS      ,5'UTR;5'UTR;5'UTR;5'UTR,-0.005,0.001,1.97E-06,-+---+---
17,1962132,cg00911794,HIC1,HIC1       ,3'UTR;3'UTR,0.004,0.001,1.98E-06,+++++++++
17,73892097,cg01453052,TRIM65,TRIM65      ,Body,-0.007,0.002,1.98E-06,---------
3,120170474,cg13408152,FSTL1,FSTL1      ,TSS1500,0.005,0.001,1.98E-06,++++++-++
3,50314291,cg24019851,SEMA3B,SEMA3B      ,3'UTR;3'UTR,0.006,0.001,1.98E-06,+++++++++
4,81118588,cg26299084,PRDM8,PRDM8      ,5'UTR;TSS200,-0.012,0.003,1.98E-06,------+--
11,48077221,cg26468891,PTPRJ,PTPRJ      ,Body;Body,-0.006,0.001,1.98E-06,-+-------
3,50374304,cg26357744,RASSF1,RASSF1      ,Body;Body;Body;5'UTR,-0.002,0,1.99E-06,---------
22,50483545,cg02879960,TTLL8,MLC1       ,Body,-0.007,0.002,2.00E-06,-+------+
9,128521976,cg13982956,PBX3,PBX3       ,Body;Body;Body;Body,0.01,0.002,2.00E-06,+?++++?++
17,47288569,cg21400896,ABI3,ABI3       ,Body;Body,-0.007,0.002,2.00E-06,---------
13,41931181,cg07725527,NAA16,NAA16      ,Body;Body;3'UTR,0.01,0.002,2.01E-06,+++++-+++
15,90319155,cg24933758,MESP2,MESP2      ,TSS1500,0.006,0.001,2.01E-06,++++-+++-
17,78682934,cg01498832,RPTOR,RPTOR      ,Body;Body,0.014,0.003,2.02E-06,+++++++++
22,21387055,cg23894948,SLC7A4,SLC7A4      ,TSS1500,0.007,0.001,2.03E-06,+++++++++
3,127945858,cg24162603,EEFSEC,EEFSEC      ,Body,0.006,0.001,2.04E-06,++++++++-
3,39448952,cg00063111,SNORA6;RPSA,RPSA       ,TSS1500;5'UTR;TSS200,-0.008,0.002,2.08E-06,+--------
1,216860692,cg01833485,ESRRG,ESRRG      ,5'UTR;Body;5'UTR;5'UTR;Body,-0.01,0.002,2.08E-06,+--------
17,75241555,cg19808047,,SEC14L1     ,,-0.006,0.001,2.08E-06,-+--+-+--
10,34391256,cg03486379,,PARD3      ,,0.007,0.002,2.09E-06,++-++++++
11,65687892,cg10467098,C11orf68;DRAP1,DRAP1      ,TSS1500;Body;TSS1500,-0.006,0.001,2.09E-06,--------+
7,6867070,cg06141004,C7orf28B,CCZ1B      ,TSS1500,0.009,0.002,2.10E-06,++?+++-+-
11,69259247,cg07104417,,MYEOV      ,,0.013,0.003,2.10E-06,+++++++++
7,112727914,cg09506675,GPR85,GPR85      ,TSS1500;TSS200;TSS200,0.016,0.003,2.10E-06,+?++++?+?
2,129251303,cg27424326,,HS6ST1      ,,0.006,0.001,2.10E-06,+-+++-+++
11,7597402,cg16472904,PPFIBP2,PPFIBP2     ,Body,-0.007,0.002,2.12E-06,------+--
14,65169664,cg00971695,,PLEKHG3     ,,0.008,0.002,2.15E-06,+++++++++
19,44032076,cg12984635,ETHE1,ETHE1      ,TSS1500,0.008,0.002,2.15E-06,+++-+++++
17,48981371,cg21393124,,TOB1       ,,-0.008,0.002,2.15E-06,--?-----+
6,31973051,cg03239580,CYP21A2,CYP21A2     ,TSS1500;TSS1500,-0.005,0.001,2.16E-06,++---+--+
9,95525381,cg21171704,BICD2,BICD2      ,Body;Body,-0.007,0.001,2.16E-06,--------+
2,220156225,cg00672332,PTPRN,PTPRN      ,Body,0.005,0.001,2.17E-06,+++++++++
7,127912372,cg07428004,,LEP       ,,0.013,0.003,2.17E-06,++-+++-++
4,41983716,cg16000989,DCAF4L1,DCAF4L1     ,5'UTR;1stExon,0.016,0.003,2.17E-06,++++++++-
6,24911001,cg15289427,FAM65B,FAM65B      ,5'UTR,-0.005,0.001,2.18E-06,----+----
20,62688573,cg19242268,TCEA2,TCEA2      ,1stExon;5'UTR,-0.006,0.001,2.18E-06,---------
3,69130918,cg00505318,UBA3,UBA3       ,TSS1500;TSS1500,-0.011,0.002,2.19E-06,---------
10,124228770,cg06474225,HTRA1,HTRA1      ,Body,0.015,0.003,2.19E-06,+++++++++
12,116716154,cg12113819,MED13L,MED13L      ,TSS1500,0.007,0.001,2.19E-06,++-++++++
14,31494237,cg05081614,STRN3;AP4S1,STRN3      ,Body;Body;TSS1500;TSS1500,-0.008,0.002,2.20E-06,--------+
5,176024970,cg05017829,GPRIN1,GRIN1      ,Body,-0.005,0.001,2.23E-06,+--+-----
3,9904687,cg09469667,,CIDEC      ,,0.008,0.002,2.23E-06,+++++++++
7,1057944,cg17893108,C7orf50,C7orf50     ,Body;Body;Body,-0.007,0.002,2.23E-06,--------+
16,302852,cg27316939,ITFG3,ITFG3      ,5'UTR,-0.008,0.002,2.23E-06,---------
16,89904091,cg03036210,SPIRE2,SPIRE2      ,Body,-0.006,0.001,2.24E-06,--------+
10,88428257,cg08300860,LDB3,LDB3       ,TSS200;TSS200;1stExon;TSS200;5'UTR;TSS200;TSS200,0.005,0.001,2.24E-06,-+++++++-
16,318717,cg09937849,RGS11,RGS11      ,3'UTR;3'UTR,0.006,0.001,2.24E-06,++++++-++
15,90294732,cg00637988,MESP1,MESP1      ,TSS200,0.005,0.001,2.26E-06,+++++++++
11,67143062,cg08531140,LOC100130987;CLCF1,LOC100130987   ,Body;TSS1500,0.008,0.002,2.26E-06,+++-+++++
1,84766782,cg17142950,SAMD13,SAMD13      ,TSS1500;Body,0.011,0.002,2.27E-06,++++++-++
2,73462569,cg15777261,CCT7,CCT7       ,Body;Body;Body;Body;Body;5'UTR,-0.007,0.002,2.28E-06,---------
12,94161116,cg15862165,CRADD,CRADD      ,Body,0.006,0.001,2.29E-06,+++++++++
1,153498959,cg20449670,,S100A6      ,,0.008,0.002,2.31E-06,++++++-++
19,5624574,cg21201657,SAFB,SAFB       ,Body,-0.007,0.002,2.33E-06,---------
15,75015787,cg23160522,CYP1A1,AHRR       ,5'UTR,0.006,0.001,2.33E-06,++++++-++
7,157405010,cg14338779,PTPRN2,PTPRN2      ,Body;Body;Body,-0.011,0.002,2.34E-06,--------+
16,86609136,cg08391745,,FOXL1      ,,0.005,0.001,2.35E-06,++++++-+-
5,140683699,cg21636683,SLC25A2,SLC25A2     ,TSS200,0.01,0.002,2.35E-06,+++++-+++
22,17956462,cg03408904,CECR2,CECR2      ,TSS200,0.012,0.003,2.36E-06,+++++++++
5,957511,cg03999941,,TRIP13      ,,-0.007,0.002,2.36E-06,-----+---
20,3725861,cg04094751,HSPA12B,HSPA12B     ,Body,-0.005,0.001,2.36E-06,---------
1,36787932,cg22721579,FAM176B,EVA1B      ,Body,-0.011,0.002,2.36E-06,---------
5,1495284,cg07902156,LPCAT1,LPCAT1      ,Body,-0.007,0.002,2.37E-06,----+----
8,71520962,cg25974617,TRAM1,TRAM1      ,TSS1500,0.006,0.001,2.37E-06,-++++++++
1,9648299,cg26114570,TMEM201,TMEM201     ,TSS1500;TSS1500,0.006,0.001,2.37E-06,+++++++++
22,24823141,cg04250930,ADORA2A,ADORA2A     ,TSS1500,-0.007,0.002,2.38E-06,--------+
1,208035224,cg07899551,,CD34       ,,-0.006,0.001,2.38E-06,---------
12,17551396,cg12403132,,,,-0.01,0.002,2.38E-06,-----+---
1,9775838,cg09706586,PIK3CD,PIK3CD      ,Body,-0.008,0.002,2.40E-06,---------
20,60717299,cg12800803,PSMA7,PSMA7      ,Body,-0.005,0.001,2.40E-06,-----++--
6,155542639,cg23560388,TIAM2,TIAM2      ,Body;5'UTR,0.005,0.001,2.40E-06,+++++++++
6,41604603,cg01520588,,MDFI       ,,0.006,0.001,2.41E-06,+++-++-++
12,48724119,cg21348975,,H1FNT      ,,0.004,0.001,2.41E-06,+++++++++
8,1618448,cg06040034,DLGAP2,DLGAP2      ,Body,-0.013,0.003,2.42E-06,---------
4,41936852,cg14906103,TMEM33,TMEM33      ,TSS1500,0.01,0.002,2.42E-06,+++++++++
22,50682691,cg21649580,TUBGCP6,TUBGCP6     ,1stExon,-0.004,0.001,2.42E-06,-+-------
10,64193068,cg14701867,ZNF365,ZNF365      ,Body;Body,0.013,0.003,2.43E-06,+++++++++
4,2964223,cg27488503,GRK4;NOP14,NOP14      ,TSS1500;TSS1500;TSS1500;Body,-0.005,0.001,2.44E-06,--------+
8,1011835,cg01869955,,LOC286083    ,,-0.007,0.002,2.46E-06,------+--
16,54365103,cg03177666,,IRX3       ,,0.01,0.002,2.46E-06,++--+++++
9,35036078,cg13921251,,C9orf131     ,,0.008,0.002,2.46E-06,+++++++++
6,28832537,cg23789054,,LOC401242    ,,0.004,0.001,2.48E-06,+++++++++
2,152830665,cg27664689,CACNB4,CACNB4      ,Body;Body;Body;TSS200,0.01,0.002,2.48E-06,+-+++++++
10,709898,cg13660126,DIP2C;C10orf108,PRR26      ,Body;Body,-0.006,0.001,2.49E-06,+--------
20,33676388,cg16151538,TRPC4AP,TRPC4AP     ,Body;Body,0.011,0.002,2.49E-06,+++++++++
14,20344920,cg05282518,OR4K2,OR4K2      ,1stExon,0.013,0.003,2.51E-06,+++++++++
20,57596113,cg03246914,TUBB1,TUBB1      ,Body,-0.007,0.001,2.58E-06,-+---+---
10,116307551,cg09649347,ABLIM1,ABLIM1      ,Body;Body;Body,-0.008,0.002,2.58E-06,---------
17,46388447,cg24636368,SKAP1,SKAP1      ,Body;Body,0.012,0.003,2.58E-06,+++++++++
9,100744026,cg00061031,ANP32B,ANP32B      ,TSS1500,-0.007,0.001,2.59E-06,-+-------
6,138247491,cg09340403,,TNFAIP3     ,,0.01,0.002,2.59E-06,+++++++-+
2,240746616,cg10429573,,LOC150935    ,,0.008,0.002,2.60E-06,+++++++++
22,17956455,cg24074477,CECR2,CECR2      ,TSS200,0.011,0.002,2.61E-06,+++++++++
17,38698893,cg26611328,,CCR7       ,,-0.007,0.002,2.62E-06,---------
16,85431095,cg05673966,,GSE1       ,,-0.007,0.001,2.63E-06,---------
15,99409948,cg17074431,IGF1R,IGF1R      ,Body,0.007,0.002,2.64E-06,+++-+++++
7,71248649,cg12678695,CALN1,CALN1      ,3'UTR;3'UTR,-0.005,0.001,2.72E-06,++------+
1,159825552,cg00303378,VSIG8;C1orf204,VSIG8      ,Body;TSS1500,0.007,0.002,2.73E-06,-+++++-++
14,23351876,cg24681208,REM2,REM2       ,TSS1500,0.006,0.001,2.73E-06,+++++++++
10,121415189,cg01303372,BAG3,BAG3       ,Body,0.004,0.001,2.75E-06,+++++++++
1,1107439,cg22874652,,TTLL10      ,,-0.009,0.002,2.76E-06,----+----
6,32119874,cg20914572,PRRT1;PPT2,PRRT1      ,TSS200;TSS1500,0.004,0.001,2.78E-06,+++++++++
1,92293627,cg11855117,TGFBR3,TGFBR3      ,Body,-0.005,0.001,2.79E-06,---------
6,32122894,cg00086577,PPT2,PPT2       ,Body;Body,-0.009,0.002,2.81E-06,---------
11,796607,cg07080372,SLC25A22,SLC25A22     ,TSS1500,-0.005,0.001,2.81E-06,--------+
1,155264372,cg04897644,PKLR,PKLR       ,Body;Body,0.01,0.002,2.83E-06,++++++-++
17,41739195,cg04951104,MEOX1,MEOX1      ,TSS1500;5'UTR;TSS1500,-0.005,0.001,2.83E-06,---------
6,28954110,cg05852177,,ZNF311      ,,0.004,0.001,2.83E-06,+++++++++
5,140683737,cg07496545,SLC25A2,SLC25A2     ,TSS200,0.015,0.003,2.83E-06,+++++-+++
7,98287347,cg12889810,,NPTX2      ,,0.008,0.002,2.85E-06,+++++++++
4,4145323,cg23414580,,OTOP1      ,,0.013,0.003,2.86E-06,++??++?++
13,99706358,cg10803243,DOCK9,DOCK9      ,Body;Body,-0.008,0.002,2.87E-06,---------
9,130700866,cg23006204,DPM2,DPM2       ,TSS200,0.009,0.002,2.87E-06,++++++-++
20,61002739,cg13290149,C20orf151,RBBP8NL     ,TSS200,0.007,0.001,2.91E-06,+++-+++++
3,14922656,cg07624815,FGD5,FGD5       ,Body,-0.004,0.001,2.92E-06,---------
13,111357885,cg20124610,CARS2,CARS2      ,Body,-0.008,0.002,2.92E-06,------+--
5,369088,cg12202185,AHRR,AHRR       ,Body,-0.006,0.001,2.96E-06,-----+---
6,31544694,cg17741993,TNF,TNF       ,Body,-0.01,0.002,2.96E-06,--+-----+
5,55881858,cg00329411,,MAP3K1      ,,0.01,0.002,2.97E-06,+++++++++
16,84552874,cg26676129,,TLDC1      ,,-0.012,0.003,2.97E-06,---------
1,160651452,cg25215890,CD48,CD48       ,Body,-0.008,0.002,3.02E-06,---------
13,24798133,cg27026786,SPATA13,SPATA13     ,Body;5'UTR,-0.007,0.002,3.02E-06,--------+
12,6442954,cg08418872,TNFRSF1A,TNFRSF1A     ,Body,-0.01,0.002,3.03E-06,---------
16,84175005,cg08941639,HSDL1,HSDL1      ,5'UTR;5'UTR,-0.004,0.001,3.05E-06,-----+---
6,31431902,cg23232773,HCP5,HCP5       ,3'UTR,-0.009,0.002,3.07E-06,---------
2,74875387,cg02611848,C2orf65,M1AP       ,TSS1500,0.009,0.002,3.08E-06,++++++-++
16,30545507,cg06360776,ZNF747,ZNF747      ,Body,-0.01,0.002,3.08E-06,-+??-----
14,23351487,cg04539476,REM2,REM2       ,TSS1500,0.006,0.001,3.11E-06,+++++++++
7,150644715,cg04839131,KCNH2,KCNH2      ,Body;Body,0.009,0.002,3.11E-06,+++++++++
8,106330170,cg12578100,ZFPM2,ZFPM2      ,TSS1500,0.006,0.001,3.11E-06,+++++++++
21,36259797,cg01725383,RUNX1,RUNX1      ,5'UTR;1stExon;5'UTR;1stExon;Body,0.007,0.002,3.13E-06,+-+++++++
8,102514634,cg11945297,GRHL2,GRHL2      ,Body,0.009,0.002,3.13E-06,-+++++++-
2,75426249,cg26033710,TACR1,TACR1      ,1stExon;1stExon;5'UTR;5'UTR,0.008,0.002,3.13E-06,++++++-++
1,52455148,cg03333776,RAB3B,RAB3B      ,5'UTR,0.005,0.001,3.14E-06,-+++++++-
16,88204283,cg10493162,,BANP       ,,-0.013,0.003,3.14E-06,--??--?--
16,22103855,cg05051606,VWA3A,VWA3A      ,TSS200,0.008,0.002,3.15E-06,+++++++++
5,66461884,cg03883572,MAST4,MAST4      ,Body;Body,-0.009,0.002,3.16E-06,-----+---
16,2133388,cg08404702,TSC2,TSC2       ,Body;Body;Body,-0.011,0.002,3.17E-06,----+---+
10,114743764,cg07168930,TCF7L2,TCF7L2      ,Body;Body;Body;Body;Body;Body,-0.005,0.001,3.22E-06,+--------
3,42847044,cg01293485,HIGD1A,HIGD1A      ,TSS1500;TSS1500;TSS1500,0.009,0.002,3.25E-06,+++++++++
19,2095466,cg02010738,C19orf36;MOBKL2A,MOB3A      ,TSS1500;5'UTR;TSS1500,-0.01,0.002,3.25E-06,----+----
17,46682398,cg02574073,LOC404266;HOXB6,,Body;Body;TSS200,0.019,0.004,3.26E-06,+++++--++
4,77723057,cg14160968,,SHROOM3     ,,0.007,0.002,3.26E-06,++++++-++
2,66735203,cg12055515,MEIS1,MEIS1      ,Body,-0.009,0.002,3.32E-06,-----++--
11,2036580,cg02704502,,H19       ,,-0.01,0.002,3.33E-06,---------
5,78365647,cg01856645,DMGDH;BHMT2,BHMT2      ,TSS200;Body,0.008,0.002,3.35E-06,++++++-++
17,1572755,cg05992368,PRPF8,PRPF8      ,Body,-0.004,0.001,3.35E-06,---------
20,62338235,cg18611245,ZGPAT;ARFRP1,ARFRP1      ,TSS1500;TSS1500;TSS1500;Body;Body,-0.003,0.001,3.35E-06,---------
14,101293856,cg26374305,MEG3,MEG3       ,Body;Body;Body,0.01,0.002,3.35E-06,+++++-+++
1,147782452,cg13067553,,,,0.012,0.003,3.36E-06,+-+++-+++
17,79651806,cg08543952,ARL16;HGS,HGS       ,TSS1500;Body,-0.004,0.001,3.37E-06,-+-------
11,57117162,cg09761846,P2RX3,P2RX3      ,Body,0.008,0.002,3.40E-06,+++++++++
10,76573155,cg27102629,,KAT6B      ,,0.01,0.002,3.41E-06,-++++++++
11,108464482,cg09840309,EXPH5,EXPH5      ,TSS200,-0.001,0,3.42E-06,-+---+--+
19,58715251,cg14239592,ZNF274,ZNF274      ,Body;Body;5'UTR,0.008,0.002,3.42E-06,++++++-++
19,2095643,cg13689560,C19orf36;MOBKL2A,MOB3A      ,TSS1500;5'UTR;TSS1500,-0.009,0.002,3.43E-06,-----+--+
6,32120878,cg13934406,PPT2;PRRT1,LOC100507547   ,TSS1500;TSS1500;TSS1500,0.015,0.003,3.43E-06,+++++++++
6,32120899,cg06108383,PPT2;PRRT1,LOC100507547   ,TSS1500;TSS1500;TSS1500,0.011,0.002,3.44E-06,+++++++++
22,39760059,cg06397161,SYNGR1,SYNGR1      ,Body;TSS200;Body,-0.008,0.002,3.44E-06,---+-----
12,119663566,cg13083057,,HSPB8      ,,-0.005,0.001,3.44E-06,---------
4,77723415,cg14095959,,SHROOM3     ,,0.008,0.002,3.44E-06,+-++++-++
6,158982071,cg16373471,TMEM181,TMEM181     ,Body,-0.003,0.001,3.45E-06,++-------
17,78800767,cg07126783,RPTOR,RPTOR      ,Body;Body,0.01,0.002,3.46E-06,+++++++++
2,74210960,cg05981785,,DGUOK      ,,-0.005,0.001,3.48E-06,-----+---
17,72200560,cg19180602,RPL38,RPL38      ,Body;Body,-0.006,0.001,3.49E-06,---------
20,44979100,cg21516291,SLC35C2,SLC35C2     ,Body;Body;Body,-0.006,0.001,3.49E-06,------+--
9,134293793,cg13543915,,PRRC2B      ,,-0.006,0.001,3.50E-06,---------
16,29796685,cg20065768,,ZG16       ,,0.005,0.001,3.50E-06,+++-++-++
12,117540072,cg03954086,,TESC       ,,0.007,0.001,3.52E-06,+++--+-++
18,77284509,cg06784563,NFATC1,NFATC1      ,Body;Body;Body;Body,-0.008,0.002,3.52E-06,--------+
6,41650768,cg15823502,,TFEB       ,,0.011,0.002,3.53E-06,+++++++++
13,51168711,cg25304198,,DLEU7      ,,-0.004,0.001,3.53E-06,---------
19,10213465,cg24319836,ANGPTL6,ANGPTL6     ,TSS200,-0.007,0.002,3.54E-06,-+-------
12,93969700,cg23891487,SOCS2,SOCS2      ,3'UTR,0.011,0.002,3.55E-06,++?++++++
14,80677688,cg00217795,DIO2,DIO2       ,1stExon;1stExon;Body,0.011,0.002,3.57E-06,-++++++++
21,37915391,cg00293996,CLDN14,CLDN14      ,5'UTR;TSS1500,-0.006,0.001,3.57E-06,---------
11,313624,cg01971407,IFITM1,IFITM1      ,TSS1500,-0.006,0.001,3.58E-06,----+----
19,59073430,cg11707067,MZF1;LOC100131691,,3'UTR;3'UTR;Body,0.004,0.001,3.58E-06,+++++++++
10,25006183,cg18325841,ARHGAP21,ARHGAP10     ,Body,0.005,0.001,3.59E-06,++++++-++
3,11623526,cg18809126,VGLL4,VGLL4      ,Body;Body;Body,-0.005,0.001,3.60E-06,---------
2,233252170,cg25560398,ECEL1P2,ECEL1P2     ,TSS1500,0.014,0.003,3.62E-06,++??++-++
6,74009455,cg18080509,C6orf147,KHDC1      ,Body,0.007,0.002,3.64E-06,+++++++++
4,184679835,cg11631063,,TRAPPC11     ,,0.009,0.002,3.65E-06,-++++++++
5,115897444,cg06583577,SEMA6A,SEMA6A      ,5'UTR,0.008,0.002,3.66E-06,+++++++++
5,1495356,cg22894329,LPCAT1,LPCAT1      ,Body,-0.006,0.001,3.66E-06,---------
4,17710911,cg03267220,FAM184B,FAM184B     ,Body,0.005,0.001,3.67E-06,++-+++-++
15,65394570,cg05899103,LOC390595,,Body,0.012,0.003,3.67E-06,+++++++++
20,1974924,cg14944362,PDYN,PDYN       ,TSS1500,-0.007,0.001,3.67E-06,-+-------
1,159770136,cg10016364,,FCRL6      ,,-0.008,0.002,3.68E-06,----+----
19,1268008,cg12012524,CIRBP;C19orf23,CIRBP-AS1    ,TSS1500;Body;TSS1500;TSS1500,0.007,0.002,3.68E-06,+++++++++
15,45400492,cg03542778,DUOX2,DUOX2      ,Body,0.006,0.001,3.71E-06,++++++++-
5,134722079,cg16356013,H2AFY,H2AFY      ,Body;Body;Body;Body,0.005,0.001,3.73E-06,++++++-++
16,30198517,cg02767068,CORO1A;LOC606724,CORO1A      ,Body;TSS1500,-0.005,0.001,3.75E-06,----+----
1,227922309,cg24513684,SNAP47;JMJD4,JMJD4      ,TSS1500;Body;Body,-0.003,0.001,3.76E-06,-----+---
8,124850602,cg17560073,,FER1L6      ,,0.01,0.002,3.77E-06,+++-+++++
12,118500931,cg14474811,,VSIG10      ,,0.008,0.002,3.79E-06,+++++++++
16,71523395,cg01899318,ZNF19,ZNF19      ,TSS200,0.007,0.001,3.81E-06,+++-+++++
1,19810690,cg19713429,CAPZB,CAPZB      ,Body,-0.007,0.002,3.81E-06,-+--+----
22,37921640,cg27115863,,CARD10      ,,0.006,0.001,3.85E-06,++++++-++
11,10715213,cg04968127,MRVI1,MRVI1      ,1stExon;5'UTR;1stExon;5'UTR;TSS200,-0.007,0.002,3.90E-06,---------
20,19915857,cg04750536,RIN2,RIN2       ,Body,0.007,0.001,3.91E-06,+++-+++++
18,615471,cg13483727,CLUL1,CLUL1      ,TSS1500;5'UTR,0.01,0.002,3.91E-06,++++++-++
17,8127367,cg21722785,C17orf44,LINC00324    ,TSS200,0.006,0.001,3.91E-06,+++++++++
1,54304846,cg05821046,TMEM48,NDC1       ,TSS1500;TSS1500;TSS1500,0.01,0.002,3.92E-06,+++++++++
16,89168599,cg04252928,ACSF3,ACSF3      ,Body;Body;Body,-0.015,0.003,3.93E-06,---+-----
6,42377773,cg02173782,TRERF1,TRERF1      ,5'UTR,0.005,0.001,3.95E-06,+-++++-++
7,47078738,cg19480385,,TNS3       ,,-0.008,0.002,3.95E-06,-----+---
19,41771771,cg22006825,HNRNPUL1,HNRNPUL1     ,Body;5'UTR,-0.004,0.001,3.95E-06,----+---+
19,11285128,cg23292266,KANK2,KANK2      ,Body;Body,0.005,0.001,3.97E-06,-++++++++
6,136547040,cg03778398,,MTFR2      ,,0.01,0.002,3.99E-06,+++-+++++
19,55898325,cg06367459,RPL28,RPL28      ,3'UTR;Body;Body;Body;Body,-0.004,0.001,3.99E-06,-+------+
17,75373081,cg16686174,09-Sep,09-Sep,5'UTR;5'UTR;Body;Body;Body,-0.004,0.001,4.01E-06,---------
2,219252551,cg14645545,SLC11A1,SLC11A1     ,Body,0.005,0.001,4.02E-06,++-++++++
19,4215043,cg07615493,ANKRD24,ANKRD24     ,Body,-0.01,0.002,4.04E-06,+--------
20,43104027,cg00431114,TTPAL,TTPAL      ,TSS1500;TSS1500,0.005,0.001,4.10E-06,-++++++++
14,20612220,cg14262740,OR4N5,OR4N5      ,1stExon,0.01,0.002,4.11E-06,+++++++++
2,38138126,cg17745697,,RMDN2      ,,0.011,0.002,4.12E-06,++++++++-
7,92673015,cg03449398,,SAMD9      ,,0.005,0.001,4.13E-06,+++++++++
15,90357202,cg23161492,ANPEP,ANPEP      ,5'UTR,-0.006,0.001,4.14E-06,---------
